,discourse_id,discourse_text
8549,5dd989a9048c,It´s hard for astrounauts to go to venus because temperature is over 800 degrees Fahrenheit and the atmospheric pressure is 90 times greater than what humans experience on our own planet.
8550,71438a644ee0,If NASA sent humans to venus it would be really hard for the astronauts to land because it has hostile conditions on the surface of venus.
8551,edd92e0ea631,When the humans would land on venus the air pressure would be close to some of the levels in the sea and the temperature would be toasty.
8552,980f08f94996,"In conclusion, venus has challenging things it presents and it would make it very hard for people in NASA to put human life on a planet that has very high air pressure and temperature that we are not used having on earth."
8553,c9377d2e5f4a,Every summer students are required to complete a project to ensure learning is being accomplished.
8554,c9377d2e5f4a,Some say that these projects should be teacher-designed others say they should be student-designed.
8555,c9377d2e5f4a,"A high school student once stated that "" a project over the summer sounds boring ""."
8556,c9377d2e5f4a,Others must think how can one make a project during summer fun if its teacher-designed?
8557,69ae7f51cffa,Summer projects should be student-designed
8558,ebb061130c39,"it makes each student want to be creative,"
8559,aa83e041a0aa,"enthusiastic,"
8560,8bd91f4829ac,have better learning opportunities.
8561,cac45b36d547,Critics say that summer projects should be teacher designed because it keeps the student following a stricted guideline.
8562,60d90aca721d,"Although following a specific guild line ensures the student will complete the required task thoroughly, it forbids the act of joy."
8563,60d90aca721d,"Students are already in school for ten months of the year following a stricted guideline in how to complete a certain assignment, if schools assign a teacher-designed project over the summer it would feel as if they are coming in the way of students summer break."
8564,60d90aca721d,If this project is teacher-designed it would also show students that schools are more biased towards their opinions.
8565,b52ba2bc3fe9,A student would show creativity by choosing the colors they like or making it into something that shows significance to them.
8566,b52ba2bc3fe9,This would give the project more depth and meaning rather than a simple teacher-designed assignment.
8567,b52ba2bc3fe9,Creativity is important in a student's life because it helps speak what is on their mind and generate from there.
8568,b52ba2bc3fe9,Completing a regular teacher-designed project would restrict the idea of building from your life and experience.
8569,ef0f1c0f104b,"On a usual school assignment students wait till the last minute and stress about what to and how to do it, with being able to design your project there would be less procrastination and more completion."
8570,ef0f1c0f104b,"With student-design projects each student has more options in what they can create, making them look forward to completing the task with excitement."
8571,ef0f1c0f104b,"Most school assignments don't entertain students while accomplishing them, if schools let students design their summer project they can make it fun."
8572,ef0f1c0f104b,"For an example, a group of students can plan on working on this project together and be enthusiastic because their options are open and would also give them the ability to help each other with new ideas."
8573,18ca3fe386d8,If students have the ability to design their own project they would be choosing what they have to do the research on.
8574,18ca3fe386d8,This would increase learning because it would interest an individual student and make them want to gain more knowledge about a specific topic.
8575,18ca3fe386d8,"Another way learning opportunities are increased because after the completion of this project, teachers could asses the student on proving that they actually learned over the break."
8576,18ca3fe386d8,This would also benefit the teacher in learning something new.
8577,2037006d4b19,"summer projects should be student-designed because it promotes creativity, makes it enthusiastic, and increases knowledge."
8578,2037006d4b19,"Completing a creative, enthusiastic, and knowledgeable project over the summer sounds far more entertaining than a teacher-designed project."
8579,2037006d4b19,"With creativity you can make the project interesting, with enthusiasm you can make the project fun, and with knowledge you can never have enough."
8580,2037006d4b19,Students would have an entertaining and educating summer all in one.
8581,bc6b6c36a83d,"Plan:A photo from 1998,is a pciture of a mask."
8582,bc6b6c36a83d,"So why they ""MGS"" claims is not a face?"
8583,bc6b6c36a83d,"We don't,be we do know is that a high-resolution images and 3D altimetry takes picture from outer space."
8584,bc6b6c36a83d,"It says that ""NASA's Viking 1 spacecraft was circling the planet,snapping photo possible landing sites for it's sister ship""."
